doi,n_leaves_parsed,n_xyz_total,elements
10.1021/ja105099u,1,55,Si V
10.1021/ja1051654,1,89,Br C H N Pt
10.1021/ja105197x,1,9,C H N O P Pt
10.1021/ja105306s,1,51,F P
10.1021/ja105368p,1,5,C H O
10.1021/ja105695s,1,7,C H I
10.1021/ja105696p,1,20,C H Si Th
10.1021/ja1057828,1,5,C H N O
10.1021/ja1061505,1,19,B C H N Nb
10.1021/ja106266v,1,1,C H K N Ni
10.1021/ja106566g,1,70,C H N
10.1021/ja107103b,1,31,C O
10.1021/ja107185w,1,5,C H N O Pd
10.1021/ja107245k,1,31,C H N O P
10.1021/ja107396t,1,51,C H N O S
10.1021/ja107597w,1,155,C H N O Ru S
10.1021/ja107770y,1,35,C H N P Ru
10.1021/ja107927b,1,7,C H N P Rh
10.1021/ja1081926,1,2,C H P Pd
10.1021/ja108426f,1,6,C H N Ni P Si
10.1021/ja109181n,1,26,C Fe H Mo N P
10.1021/ja1093502,1,8,C Co H N
10.1021/ja109702h,1,47,C H N O P Ru
10.1021/ja109812r,1,126,C O
10.1021/ja110039h,1,32,C O
10.1021/ja1100596,1,5,C H
10.1021/ja110302t,1,2,La
10.1021/ja111021e,1,2,Au C H S
10.1021/ja111330z,1,26,C H I O Zn
10.1021/ja111389r,1,16,C H P
10.1021/ja1113936,1,5,C H
10.1021/ja2001049,1,46,B Be C F H He Li N Ne O
10.1021/ja2001133,1,1,C H N P Si U
10.1021/ja200299u,1,25,C H Ir N
10.1021/ja2003268,1,46,C H O P Pd S
10.1021/ja200398c,1,29,C H N O S
10.1021/ja200560z,1,1,Fe H N
10.1021/ja200784n,1,38,C Cl H P Ru
10.1021/ja2012565,1,100,C H O Rh
10.1021/ja2014983,1,32,C H Ir N P
10.1021/ja201726q,1,26,C F H N O Pd S
10.1021/ja201838x,1,9,C H N Ni P
10.1021/ja2019492,1,8,C H O U
10.1021/ja202007s,1,53,C H N Ni O
10.1021/ja2020668,1,71,C H
10.1021/ja2020907,1,2,C Fe H N P S Si
10.1021/ja2021476,1,126,C F H
10.1021/ja2023042,1,50,C H Ru
10.1021/ja202316m,1,12,C H
10.1021/ja202320q,1,3,C Co H N O
10.1021/ja2024977,1,34,Ba C F H N O
10.1021/ja203249e,1,6,C H N O Ru
10.1021/ja203267g,1,10,C H N
10.1021/ja2034377,1,28,C H O
10.1021/ja2035706,1,20,C F H N S Zn
10.1021/ja203576p,1,22,C H
10.1021/ja203780t,1,12,C Fe H O S
10.1021/ja203828r,1,10,C H P Ru
10.1021/ja2039503,1,12,C H K N
10.1021/ja203993p,1,15,C Cl H N Ru
10.1021/ja204151v,1,2,C H Si U
10.1021/ja2041699,1,48,H
10.1021/ja204256x,1,25,C H O Zn
10.1021/ja2046364,1,20,C H
10.1021/ja204851x,1,34,C H Ir O P
10.1021/ja204948k,1,40,C H Ir N O P Si
10.1021/ja204989p,1,50,O
10.1021/ja204990j,1,8,C H N
10.1021/ja205119g,1,4,C H O
10.1021/ja205280k,1,11,C H N Th
10.1021/ja205538t,1,3,C H
10.1021/ja205547h,1,15,C H Li N Zn
10.1021/ja205606p,1,3,C H O
10.1021/ja205722f,1,14,Ca Zr
10.1021/ja205824q,1,6,C H O P Pd
10.1021/ja2058567,1,4,C Cu F H N
10.1021/ja206016s,1,24,H
10.1021/ja206064v,1,28,C H N Pt
10.1021/ja206153v,1,1,H O Ti
10.1021/ja206222f,1,43,C Fe H N O P
10.1021/ja2066237,1,7,C H Mn N O
10.1021/ja206702e,1,3,B C F H N O Si
10.1021/ja207487j,1,15,C Ca Fe H O
10.1021/ja207510v,1,5,Au Ce O
10.1021/ja207827m,1,11,C H P Ru
10.1021/ja207882h,1,5,C Cu H N O
10.1021/ja2082119,1,35,C H O
10.1021/ja208462t,1,1,C H N O
10.1021/ja208496s,1,9,C H N O
10.1021/ja208523u,1,2,C H Mn N O
10.1021/ja208652n,1,17,Zn
10.1021/ja208917m,1,4,C H N S
10.1021/ja2091992,1,37,C H
10.1021/ja209424z,1,31,C H P Pd
10.1021/ja209700j,1,25,C H N O P Rh
10.1021/ja2099744,1,5,Al C H N P
10.1021/ja2102373,1,4,C H N P Pd
10.1021/ja2102778,1,42,C H N Ni O
10.1021/ja2105015,1,6,Cl Ti
10.1021/ja2105834,1,10,C H N O Re
10.1021/ja210763n,1,7,C H Te
10.1021/ja2108728,1,67,C H N O Ru
10.1021/ja211398b,1,11,C H N O
10.1021/ja211419t,1,3,B C H Ni P
10.1021/ja211555x,1,1,Hg
10.1021/ja211568k,1,32,C H N O
10.1021/ja212197s,1,7,C Cl H N Rh
10.1021/ja2122156,1,5,C H N O
10.1021/ja300128e,1,32,C H N
10.1021/ja300369c,1,8,C Cl H N O Sn
10.1021/ja300396h,1,16,C Cl H N Rh S
10.1021/ja3005682,1,25,C H
10.1021/ja3005804,1,24,C H N O
10.1021/ja300591v,1,26,C O
10.1021/ja3006012,1,4,C H N O Pd Si W
10.1021/ja300627s,1,24,B C Cu H O P
10.1021/ja300827t,1,15,C F H N P Pd
10.1021/ja300865u,1,39,C H
10.1021/ja3009693,1,2,H
10.1021/ja301085m,1,4,C H O Si
10.1021/ja301108m,1,15,C H N O Ru
10.1021/ja301567f,1,10,Fe H O
10.1021/ja301759m,1,29,H
10.1021/ja3019065,1,8,C H
10.1021/ja3019274,1,34,Al C Fe H N
10.1021/ja302258q,1,18,C H
10.1021/ja3028394,1,23,C H
10.1021/ja302851n,1,15,C Gd H Mn N O
10.1021/ja302902p,1,6,Au O
10.1021/ja303173n,1,41,C F H N O
10.1021/ja3031888,1,4,C H N O
10.1021/ja303414a,1,8,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn N Na Ne Ni O P Rb S Sc Se Si Sr Ti V Y Zn
10.1021/ja303804r,1,6,B Ce Cl H O
10.1021/ja304110h,1,39,C H N Pt Si
10.1021/ja304401u,1,21,C F H N O Pd
10.1021/ja304441n,1,14,C H O
10.1021/ja304513t,1,1,Be C He O
10.1021/ja304554e,1,4,Al B Be C F H He Li Mg N Na Ne O P Si
10.1021/ja304609n,1,4,C H Mn N O Zn
10.1021/ja304618v,1,6,C H Si
10.1021/ja304643e,1,29,C H O Pd
10.1021/ja3046603,1,1,Ag Cd In Pd Rh Sb Sn
10.1021/ja304786s,1,42,Fe H O
10.1021/ja304814s,1,1,He
10.1021/ja304827a,1,24,C H O
10.1021/ja305204y,1,20,Au C H N
10.1021/ja305453w,1,34,C H N Rh
10.1021/ja305581f,1,3,C H N
10.1021/ja305890c,1,11,C H N O Ru
10.1021/ja305991k,1,13,C H N O Ti
10.1021/ja3064809,1,29,C H N O
10.1021/ja306538w,1,3,C H N O S
10.1021/ja306663g,1,11,C
10.1021/ja306728p,1,19,I
10.1021/ja306860n,1,33,C H O
10.1021/ja307330c,1,44,I P
10.1021/ja307371w,1,25,C H N Pd
10.1021/ja307373r,1,11,C H
10.1021/ja307411p,1,24,C O
10.1021/ja307558x,1,8,C H N
10.1021/ja308018b,1,150,C H O P Ru
10.1021/ja308290r,1,54,C Fe H N O
10.1021/ja308463r,1,10,C Ti
10.1021/ja3086774,1,23,Au C F H N O P S
10.1021/ja308777v,1,7,C H Li O Si
10.1021/ja309141r,1,15,C H N
10.1021/ja309460v,1,107,Au C O
10.1021/ja309637r,1,12,B C H O
10.1021/ja309845k,1,18,Br C H
10.1021/ja309873z,1,41,C H N Ni O
10.1021/ja310065z,1,124,C Cu F H O
10.1021/ja310111p,1,17,C Cu H I O
10.1021/ja310249u,1,3,Al B Be C F H He Li Mg N Na Ne O P Si
10.1021/ja310351e,1,14,Br C H O P Pd
10.1021/ja3104582,1,14,B C Cu H O P
10.1021/ja310866k,1,31,H O
10.1021/ja3108966,1,28,C H O
10.1021/ja310909q,1,6,C Cu F H N O S
10.1021/ja310982v,1,14,C H Ir N O P
10.1021/ja311087c,1,6,C H N O P Pd
10.1021/ja311092c,1,17,B H N
10.1021/ja3115746,1,19,O P V
10.1021/ja311689k,1,11,C H Mn N O
10.1021/ja311905h,1,57,C H N Si
10.1021/ja311940s,1,56,C H Ni
10.1021/ja312047b,1,77,C H N Pd
10.1021/ja312113p,1,3,C F H Mn N O S Sc
10.1021/ja400128h,1,5,Al B Be C F H He Li Mg N Na Ne O
10.1021/ja400135d,1,17,C H I N O P Re
10.1021/ja400325w,1,25,C H O
10.1021/ja4003553,1,11,C Ge H N
10.1021/ja400367h,1,13,Al Ar B Be C Ca Cl Co Cr Cu F Fe H He K Li Mg Mn N Na Ne Ni O P S Sc Si Ti V
10.1021/ja4008694,1,21,C H N O Pd
10.1021/ja400897u,1,8,Br C H Mg N O
10.1021/ja400948t,2,2,C H O Pb S
10.1021/ja400966y,1,55,C H
10.1021/ja4010267,1,53,C H N O Ru
10.1021/ja4010738,1,3,C H O
10.1021/ja4012657,1,71,C H Ru
10.1021/ja4014166,1,56,C Cl H P Rh
10.1021/ja401576s,1,2,Cu H P S
10.1021/ja401713g,1,70,C H N O Pd
10.1021/ja401763c,1,27,C Cl H Li O P S
10.1021/ja401797v,1,2,Co H O
10.1021/ja401965d,1,5,Au Br C H N
10.1021/ja402063v,1,11,Au O Ti
10.1021/ja402083e,1,3,C
10.1021/ja402159u,1,46,C Fe H N O S
10.1021/ja4022683,1,1,C Co H N O P Zr
10.1021/ja402351x,1,18,C H N Zn
10.1021/ja402381d,1,17,Br C H N O P Re
10.1021/ja402467y,1,12,C H N
10.1021/ja402480v,1,4,C Fe H N P Si
10.1021/ja4026424,1,26,C Cu H N O
10.1021/ja402688t,1,36,C Fe H N O
10.1021/ja402700p,1,16,C Cl H N P Ru
10.1021/ja402893z,1,8,C H N O
10.1021/ja403345p,6,6,C Fe H N O
10.1021/ja403461f,1,3,B C H N P Rh
10.1021/ja403965h,1,3,C H Mn N O
10.1021/ja4041016,1,12,B C H O P Pt
10.1021/ja404152q,1,31,C Fe H N O S
10.1021/ja404255u,1,48,I
10.1021/ja404566v,1,56,C H Ir O P
10.1021/ja404585p,1,14,C O
10.1021/ja404655v,1,22,H
10.1021/ja4047069,1,24,C Cl H N O Rh S
10.1021/ja4047075,1,4,B C H
10.1021/ja4048762,1,7,C H Ir N O
10.1021/ja4051923,1,5,Br C H N Ni
10.1021/ja4053416,1,47,C H P Pd
10.1021/ja405354x,1,2,B C H N O Zn
10.1021/ja405874t,1,4,Al C H Ni O Si
10.1021/ja4058844,1,68,C H P Pd
10.1021/ja406016j,1,4,B
10.1021/ja4060178,1,3,C P Ti
10.1021/ja4060299,1,161,C Cr H N
10.1021/ja406340z,1,2,C H N O S
10.1021/ja4064469,1,38,C H O P Pd
10.1021/ja406696k,1,6,C H P Pd
10.1021/ja4068468,1,95,C H Ni P
10.1021/ja407004y,1,2,C H N Ni
10.1021/ja4073904,1,11,Br C H N Ni
10.1021/ja407422q,1,26,C H O Rh
10.1021/ja4074563,1,10,C Cl H N O
10.1021/ja407616p,1,3,Pr
10.1021/ja407887d,1,3,Au C H S
10.1021/ja407950e,1,2,C H N Si Zr
10.1021/ja4079539,1,62,C H
10.1021/ja408073m,1,27,C Fe H K N O
10.1021/ja4080985,1,40,B C H N P Rh
10.1021/ja408151h,1,8,C H N Ni Si
10.1021/ja4082233,1,17,Th
10.1021/ja408355p,1,25,C H
10.1021/ja408438s,1,48,C
10.1021/ja4092775,1,26,H
10.1021/ja409368a,1,58,C H N O P Ru
10.1021/ja4094204,1,19,C H N O
10.1021/ja409521z,1,80,C Cl Co H N O
10.1021/ja4095236,1,2,C H N Ni Si
10.1021/ja409533s,1,9,C F H O P Pd
10.1021/ja409672w,1,11,C H Ir O P
10.1021/ja409720c,1,29,C H N P Si
10.1021/ja409748m,1,14,C H Li O
10.1021/ja4100595,1,3,C H O P
10.1021/ja410118m,1,200,C F H N O Pd
10.1021/ja410129j,1,10,C Fe H O
10.1021/ja410234x,1,4,C Fe H N P
10.1021/ja410279j,1,9,C H
10.1021/ja410292s,1,3,H He Li
10.1021/ja410528y,1,9,C H N Si
10.1021/ja410541v,1,50,C H O
10.1021/ja410696j,1,2,C H
10.1021/ja4111336,1,34,C H N O
10.1021/ja411146x,1,123,C H N P
10.1021/ja411204d,1,23,C Cl H O P Rh
10.1021/ja411374j,1,75,Li
10.1021/ja4113808,1,28,Al Cu H N O Si
10.1021/ja4114962,1,1,C Fe H K N O P
10.1021/ja411546r,1,1,H
10.1021/ja4115665,1,5,B C H Ir N O
10.1021/ja411568a,1,113,C H Ir N P
10.1021/ja411626v,1,77,Au C H P
10.1021/ja411683n,1,79,C H O Pd
10.1021/ja411699u,1,118,B C H Ir N O
10.1021/ja4118413,1,81,C H O
10.1021/ja411855d,1,5,C H N O P
10.1021/ja4119169,1,6,B C F H P
10.1021/ja412116d,1,24,C Cl H Ir N O P
10.1021/ja4123285,1,2,C Co H N
10.1021/ja412338k,1,31,C H N O Pd
10.1021/ja412563e,1,15,B C H Ir N O
10.1021/ja412565c,1,68,C H O
10.1021/ja412650s,1,1,C H Ir O P
10.1021/ja4127455,1,106,C H Ni O P
10.1021/ja412964r,1,36,C Cu H N
10.1021/ja5008432,1,18,C Cl Co H N
10.1021/ja501252f,1,3,C H Mn N O
10.1021/ja501291p,1,28,C H N
10.1021/ja5017624,1,4,C H K O Si U
10.1021/ja501881p,1,67,C H O Si
10.1021/ja5019755,1,46,Br C Co H S
10.1021/ja501988b,1,145,C H O
10.1021/ja502020b,1,37,C F H O
10.1021/ja5021958,1,148,He
10.1021/ja502292p,1,1,C Cl H N O
10.1021/ja5024749,1,1,C F H N Ni
10.1021/ja503117q,1,16,C Cu H N O S
10.1021/ja503220w,1,4,B C H N O Pt
10.1021/ja5032369,1,11,Mo O P
10.1021/ja503295x,1,18,C Cu F H N O
10.1021/ja503316p,1,7,C H Mo O S
10.1021/ja503427f,1,60,C H P Pt
10.1021/ja503520t,1,9,C Cl H Mg Mn O
10.1021/ja503596m,1,3,Br C Fe H P
10.1021/ja5036754,1,35,C H Li O
10.1021/ja503676d,1,74,C N
10.1021/ja503953v,1,6,C H Ir O P
10.1021/ja5039819,1,4,C F H Mn N O
10.1021/ja504296x,1,4,C Fe H N O P Rh
10.1021/ja504368r,1,15,C H N O Pt S
10.1021/ja504414c,1,33,C Cl H Ir O P
10.1021/ja504448v,1,20,C H O
10.1021/ja504667f,1,5,B C Co H N P
10.1021/ja5046814,1,64,C H O
10.1021/ja505194w,1,97,C H N O S
10.1021/ja505241x,1,8,C O
10.1021/ja505579f,2,68,C H
10.1021/ja5056164,1,2,C H
10.1021/ja505844k,1,5,C H O P Rh Si
10.1021/ja506023f,1,19,C H O P Ru
10.1021/ja506228u,1,6,C H O S
10.1021/ja506378u,1,8,P
10.1021/ja506586b,1,36,C H
10.1021/ja506978c,1,23,Au B C H N P
10.1021/ja5070476,1,68,C H N
10.1021/ja5071202,1,7,B C Cu H O P S
10.1021/ja507263f,1,15,H O
10.1021/ja507324s,2,41,C Cl H Ir N O P
10.1021/ja5075294,1,4,Br C H N O Ru
10.1021/ja5076629,1,215,C H O Pd
10.1021/ja507665a,1,30,Br C H Mg N O
10.1021/ja507675f,1,145,B C H K O Si
10.1021/ja507711h,1,14,B Be H He Li
10.1021/ja507785z,1,59,Br C H N Si
10.1021/ja507799e,2,38,C H N Ru
10.1021/ja5080757,1,6,C Cl Fe H Mg O
10.1021/ja508192y,1,102,C O
10.1021/ja5083014,1,16,C H I O S Si
10.1021/ja508403w,1,48,C Fe H N O
10.1021/ja508447d,2,453,C H O P Pd
10.1021/ja5085282,1,4,C H N O Re
10.1021/ja508736u,1,146,C H P Pd
10.1021/ja508909u,1,86,C H O
10.1021/ja509073c,1,10,B C H P Ru Si
10.1021/ja509364d,1,1,C H N Ru
10.1021/ja5097489,1,5,C H
10.1021/ja509770t,1,7,C H Th
10.1021/ja5098308,1,34,C H
10.1021/ja509880v,1,8,C H
10.1021/ja510131a,1,75,C O
10.1021/ja510558d,1,3,C H N P
10.1021/ja510563d,1,44,C H Sn
10.1021/ja510674u,1,9,Tb
10.1021/ja5106943,1,25,Ir
10.1021/ja510768c,1,1182,C H
10.1021/ja510831n,1,14,C H La Si
10.1021/ja510980d,1,13,C H O P
10.1021/ja5111392,1,248,Nd Ti Zr
10.1021/ja511236d,1,59,B C H O
10.1021/ja5113172,1,25,B C H N P Rh
10.1021/ja511757j,1,3,C Fe H N O
10.1021/ja511796h,1,45,C H O Rh
10.1021/ja512271p,1,6,C H
10.1021/ja512336v,1,2,C H O Si W
10.1021/ja512374g,1,103,C F O Pd
10.1021/ja512389y,1,23,C H N O Os P
10.1021/ja512575v,1,5,C H N Ni O
10.1021/ja512658m,1,20,C H N
10.1021/ja512905t,1,8,C H Ir N O
10.1021/ja513079r,1,41,C H Ni
10.1021/ja513275c,1,56,C H P Pd
10.1021/ja710270j,1,15,C H O P
10.1021/ja710276x,1,18,C Cl H N Ru
10.1021/ja7104448,1,104,C H N O
10.1021/ja710595u,1,100,C H N
10.1021/ja710659y,1,37,B C Cu H N O
10.1021/ja710691p,1,56,C H O
10.1021/ja7107323,1,17,C H N O Pt S
10.1021/ja7108486,1,2,C Cl H N Ni P
10.1021/ja711010h,1,7,C F H N U
10.1021/ja711058f,1,35,C H
10.1021/ja711169w,1,2,C H Li Si
10.1021/ja7113008,1,7,C Fe H O P S
10.1021/ja800072q,1,22,C H O P Sn W
10.1021/ja800189a,1,104,C H O Re Si
10.1021/ja800434r,1,8,C H Ir P
10.1021/ja800856p,1,64,C Cl O Rh
10.1021/ja8009567,1,31,C H Ir N Ru S
10.1021/ja801159v,1,8,C H N O Rh
10.1021/ja8012903,1,3,C H O P Pd
10.1021/ja801362e,1,47,C H P Pd
10.1021/ja8019615,1,40,C Fe H N O S
10.1021/ja802060t,1,10,Au C H N P
10.1021/ja802072n,1,3,H
10.1021/ja802080m,1,3,C H Mo N P
10.1021/ja802144t,1,19,Br C H O
10.1021/ja8023093,1,132,O
10.1021/ja802439u,1,28,Al O
10.1021/ja8024406,1,48,C Cr H N O
10.1021/ja802502b,1,2,C Ge H K N O
10.1021/ja802618s,1,11,C H N O S
10.1021/ja802991y,1,53,C H N P Pd S
10.1021/ja802993m,1,13,B H P Rh S
10.1021/ja802994v,1,10,As C Cl F H Pd
10.1021/ja803107w,1,166,C Fe H N
10.1021/ja803179s,1,20,C H N O P Pd
10.1021/ja8034043,1,124,C H N O Ru
10.1021/ja803798b,1,12,C Cr H N
10.1021/ja804235t,1,9,C H N P Ru
10.1021/ja804339m,1,3,C Cu H N O
10.1021/ja804622j,1,85,C H Ir P
10.1021/ja8046238,1,36,C H P Pt
10.1021/ja8046798,1,23,C H N P Rh
10.1021/ja804749y,1,8,Al C H Li N O
10.1021/ja804812c,1,23,Li
10.1021/ja805545x,1,27,Mo S
10.1021/ja805598s,1,24,Br C H
10.1021/ja8058205,1,5,C H Li N
10.1021/ja806258v,1,54,C H
10.1021/ja806635x,1,1,Al C H N P Sc
10.1021/ja806715u,1,51,C H N O
10.1021/ja8067287,1,15,C H N Th
10.1021/ja807000a,1,74,C Cl H
10.1021/ja8070072,1,36,B C H Ni P
10.1021/ja807149t,1,24,C O
10.1021/ja807282s,1,3,B C H O P S U
10.1021/ja807499z,1,53,O Zr
10.1021/ja807695p,1,62,O
10.1021/ja807809x,1,11,C Cu H N O
10.1021/ja807828t,1,3,C H N P
10.1021/ja8081395,1,2,C F H Ni P
10.1021/ja8087482,1,13,C H N
10.1021/ja808872u,1,63,Au C H O P
10.1021/ja809125r,1,28,H
10.1021/ja809142x,1,198,H
10.1021/ja809143c,1,66,C H N
10.1021/ja809320x,1,65,C O
10.1021/ja8094729,1,8,C O
10.1021/ja809892a,1,8,C N P Zr
10.1021/ja809998y,1,12,F
10.1021/ja810089f,1,5,C H Ti
10.1021/ja9002525,1,3,C Cl H N U
10.1021/ja900449y,1,54,C Cu F O S
10.1021/ja900568c,1,1,C H K Mg N
10.1021/ja900701g,1,37,C H
10.1021/ja9007134,1,111,Cl F
10.1021/ja900984x,1,12,C H P Pd
10.1021/ja901140v,1,4,C H N P Ru Si
10.1021/ja901264t,1,37,C H I N Pt
10.1021/ja901270f,1,2,C H Ir N O
10.1021/ja901346g,1,6,C H N Ni P
10.1021/ja9015759,1,7,C Cl H Ti
10.1021/ja9016123,1,28,C H Hg S
10.1021/ja9017286,1,2,C Ge H O
10.1021/ja901868q,1,31,C Fe H N O S
10.1021/ja902109k,1,56,Au C O
10.1021/ja9021864,1,89,C Fe O
10.1021/ja902460n,1,29,C H N O
10.1021/ja902552m,1,22,C Cl H N P Ru
10.1021/ja902587k,1,28,Ru
10.1021/ja9026852,1,15,C H O Rh
10.1021/ja902689n,1,13,C Fe H N O S
10.1021/ja902889s,1,2,B C H O
10.1021/ja902980j,1,76,Li N
10.1021/ja903091g,1,51,C Cl H Mg Ni O P
10.1021/ja903277d,1,42,C Cl H I O P Pd Zn
10.1021/ja903278n,1,22,C H
10.1021/ja903317w,1,20,C H Ir N
10.1021/ja9036127,1,25,C H N O Ru
10.1021/ja9038455,1,3,C Cl H O Ru
10.1021/ja9039289,1,45,C H O
10.1021/ja9041065,1,36,C H N O P Ru
10.1021/ja9043104,1,10,C H N P Ru
10.1021/ja9044357,1,105,C H O P Pd
10.1021/ja9046075,1,11,C H P Pt
10.1021/ja904731q,1,54,C H
10.1021/ja9047398,1,57,C H N O P Pd S
10.1021/ja905073s,1,30,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn N Na Ne Ni O P Rb S Sc Se Si Sr Ti V Y Zn
10.1021/ja905338x,1,6,C H N Pd
10.1021/ja905415r,1,45,Au C H O P
10.1021/ja906070r,1,37,H
10.1021/ja906083c,1,19,C H
10.1021/ja906190t,1,5,H O
10.1021/ja906225n,1,16,C H P Rh
10.1021/ja907448t,1,141,C F H O Pd S
10.1021/ja907817y,1,59,C H O
10.1021/ja908173x,1,111,C H N O
10.1021/ja908198d,1,1,C Cl H Mg O Zn
10.1021/ja9086566,1,52,C Cu H N O
10.1021/ja9087049,1,16,C Fe H
10.1021/ja908744w,1,21,C H
10.1021/ja909013j,1,91,Au C H N O
10.1021/ja909022p,1,18,C H P
10.1021/ja909441x,1,8,C Cl H N P Ru
10.1021/ja909453g,1,25,C H
10.1021/ja909502q,1,7,B C H N
10.1021/ja909696b,1,1,I
10.1021/ja909807f,1,12,C H O Pd
10.1021/ja909962f,1,9,B
10.1021/ja910290c,1,58,H
10.1021/ja910305p,1,4,C H N Si
10.1021/ja910556a,1,11,C H Li N O P
10.1021/ja910760n,1,45,C H O P Pd S
10.1021/ja960697h,1,3,H
10.1021/ja961464t,1,5,Al Ar B Be C Ca Cl F H He K Li Mg N Na Ne O P S Si
10.1021/ja962860e,1,31,C H N Ni
10.1021/ja962944n,1,7,B Be C H He Li
10.1021/ja970226a,1,15,C H N Ni
10.1021/ja970644f,1,26,C H Mo N O
10.1021/ja9710114,1,24,H Y
10.1021/ja971057x,1,3,C Cl Fe Pd
10.1021/ja9735160,1,1,Co Fe Mn
10.1021/ja982746r,1,6,B Be H He Li
10.1021/jacs.0c00078,1,35,C H O
10.1021/jacs.0c00147,1,67,C Cl H
10.1021/jacs.0c00250,1,62,C H
10.1021/jacs.0c00283,1,24,C Cl Cr H N
10.1021/jacs.0c00286,1,25,C F Fe H Ni P
10.1021/jacs.0c00484,1,30,Cl Fe
10.1021/jacs.0c00712,1,6,C H Ni P S Si
10.1021/jacs.0c00781,1,14,C Cl H N Ni
10.1021/jacs.0c00813,1,11,B C F H O
10.1021/jacs.0c00836,1,79,Ag C H N O S Si
10.1021/jacs.0c00868,1,19,N
10.1021/jacs.0c00954,1,6,C H
10.1021/jacs.0c01062,3,115,C H Li O P Ru
10.1021/jacs.0c01064,1,2,Yb
10.1021/jacs.0c01069,1,54,C H
10.1021/jacs.0c01204,1,2,C H K O Pr Si
10.1021/jacs.0c01283,2,20,C H I
10.1021/jacs.0c01330,1,21,C H I
10.1021/jacs.0c01488,1,2,C Fe H K N
10.1021/jacs.0c01629,1,22,C H O
10.1021/jacs.0c01630,1,30,C Cl H N
10.1021/jacs.0c01690,1,9,C H I Si Sm
10.1021/jacs.0c01723,1,207,C H O
10.1021/jacs.0c01856,1,34,C H
10.1021/jacs.0c01896,1,3,C Fe H P
10.1021/jacs.0c01918,1,2,C H N O S
10.1021/jacs.0c01979,1,74,Be He Li
10.1021/jacs.0c02052,1,8,Br C H O
10.1021/jacs.0c02075,1,2,Be He Li
10.1021/jacs.0c02079,1,40,C H Ir N O
10.1021/jacs.0c02228,1,10,B H
10.1021/jacs.0c02306,1,21,B C F H N
10.1021/jacs.0c02345,1,1,Al Ca H O
10.1021/jacs.0c02390,1,25,C H
10.1021/jacs.0c02446,1,21,C
10.1021/jacs.0c02742,1,5,Al C H N P Sc Si
10.1021/jacs.0c03058,1,18,B C H O
10.1021/jacs.0c03177,1,18,C H O
10.1021/jacs.0c03179,1,8,Al C H N Si
10.1021/jacs.0c03252,1,26,C H N O P
10.1021/jacs.0c03298,1,13,C Cu H N O S
10.1021/jacs.0c03304,1,12,C Cu F H N
10.1021/jacs.0c03346,1,8,C H N Rh
10.1021/jacs.0c03494,1,47,C H N O P
10.1021/jacs.0c03556,1,36,C Ge H N O P Pd
10.1021/jacs.0c03589,1,68,C
10.1021/jacs.0c03758,1,26,C H N
10.1021/jacs.0c03821,1,20,B C H O
10.1021/jacs.0c03859,1,88,C H
10.1021/jacs.0c03926,1,2,C H N O
10.1021/jacs.0c04107,1,19,B C H O
10.1021/jacs.0c04278,1,40,C H O
10.1021/jacs.0c04286,1,34,C H N O
10.1021/jacs.0c04448,1,13,C Cl Co H N O
10.1021/jacs.0c04532,1,62,H O
10.1021/jacs.0c04695,2,32,C Cl H N Ni
10.1021/jacs.0c04742,1,1,H
10.1021/jacs.0c04812,1,14,H O
10.1021/jacs.0c04837,1,31,C Fe H O P
10.1021/jacs.0c04863,1,2,C Fe H P Rh Si
10.1021/jacs.0c04964,1,11,C Fe H N O S
10.1021/jacs.0c05010,1,91,C H N O
10.1021/jacs.0c05017,1,39,C Co H N O
10.1021/jacs.0c05025,1,47,C H N O
10.1021/jacs.0c05241,1,32,C H N
10.1021/jacs.0c05254,1,12,C H I N Ni O
10.1021/jacs.0c05362,2,68,C Cu H N
10.1021/jacs.0c05373,1,7,C Cu H N O S Si
10.1021/jacs.0c05445,1,2,B Be C F H He Li N Ne O
10.1021/jacs.0c05500,1,14,C H N P Zn
10.1021/jacs.0c05647,1,43,C H O P Rh
10.1021/jacs.0c05675,1,31,H
10.1021/jacs.0c05887,2,12,C H O P Pd
10.1021/jacs.0c05899,1,6,C H N O
10.1021/jacs.0c05917,1,75,C H O
10.1021/jacs.0c05976,1,37,C H
10.1021/jacs.0c06177,1,19,C H O
10.1021/jacs.0c06243,1,104,C H N O P Pd
10.1021/jacs.0c06244,1,57,C H I
10.1021/jacs.0c06294,1,249,C H O
10.1021/jacs.0c06327,1,23,C H S
10.1021/jacs.0c06386,1,29,C H
10.1021/jacs.0c06412,1,43,C Co H N O P
10.1021/jacs.0c06515,1,30,C Cu H N O
10.1021/jacs.0c06518,1,35,C H N O P Ru
10.1021/jacs.0c06538,1,16,B C Cl H N Si Zr
10.1021/jacs.0c06827,1,45,C H Li O
10.1021/jacs.0c06904,1,7,C H O S
10.1021/jacs.0c06942,1,574,C H
10.1021/jacs.0c06995,1,36,C H Ni P
10.1021/jacs.0c07073,1,3,C H Mo O
10.1021/jacs.0c07128,1,69,C Cl H N O Ti
10.1021/jacs.0c07136,1,19,B C F H N O
10.1021/jacs.0c07137,1,25,C Cl Cu H N
10.1021/jacs.0c07139,1,24,B C F H N O
10.1021/jacs.0c07161,1,7,C O
